sentence_id,annotation_type,annotation_text,start_token,end_token,alignment_status,is_training_safe,candidate_span,reason
479,opinion,best lagta hai,17,19,exact,True,best lagta hai,Matched via exact strategy
479,aspect,up board,22,23,exact,True,up board,Matched via exact strategy
479,opinion,nahi dekha hai isiliye cbse ko bekar bata rhi hai state board ki halat bahut khasta hai,25,39,approximate,False,dekha hai isiliye cbse ko bekar bata rhi hai state board ki halat bahut khasta,Matched via approximate strategy
480,aspect,guide,1,1,exact,True,guide,Matched via exact strategy
480,opinion,tab kiya ja sakta hai jab koi guidance ko follow karna chahe,2,13,exact,True,tab kiya ja sakta hai jab koi guidance ko follow karna chahe,Matched via exact strategy
480,aspect,log,18,18,exact,True,log,Matched via exact strategy
480,opinion,apne aap ko pm samajhte hai aur am not the leader tagline leke ghumte hai aise log bas apni marji ke maafik kaam kartein hai kisiko sunne ki jarurat nahi samajhte,22,52,exact,True,apne aap ko pm samajhte hai aur am not the leader tagline leke ghumte hai aise log bas apni marji ke maafik kaam kartein hai kisiko sunne ki jarurat nahi samajhte,Matched via exact strategy
481,aspect,kaam,25,25,exact,True,kaam,Matched via exact strategy
481,opinion,tukde tukde gang wala kaam chhod do,21,27,exact,True,tukde tukde gang wala kaam chhod do,Matched via exact strategy
482,aspect,followers,20,20,exact,True,followers,Matched via exact strategy
482,opinion,muze pls follow me walo par bada gussa aata hai,11,19,approximate,False,pls follow me walo par bada gussa aata hai,Matched via approximate strategy
483,aspect,log,7,7,exact,True,log,Matched via exact strategy
483,opinion,desh mein jahar bechane waale ye chand log hain enko apne aap sudhar karne ki jaroorat hai,0,16,exact,True,desh mein jahar bechane waale ye chand log hain enko apne aap sudhar karne ki jaroorat hai,Matched via exact strategy
484,aspect,superstar,6,6,exact,True,superstar,Matched via exact strategy
484,opinion,cute superstar ko 300k krke dena hain,5,11,exact,True,cute superstar ko 300k krke dena hain,Matched via exact strategy
485,aspect,dps,6,6,exact,True,dps,Matched via exact strategy
485,opinion,green green edit,3,5,exact,True,green green edit,Matched via exact strategy
486,aspect,tu,4,4,exact,True,tu,Matched via exact strategy
486,opinion,besharmi ka best example tu hi hai,0,6,exact,True,besharmi ka best example tu hi hai,Matched via exact strategy
486,aspect,tumlog,8,8,exact,True,tumlog,Matched via exact strategy
486,opinion,likes ke liye apne maa baap tak ko bech doge,9,18,exact,True,likes ke liye apne maa baap tak ko bech doge,Matched via exact strategy
487,aspect,ilaaj,13,13,exact,True,ilaaj,Matched via exact strategy
487,opinion,sba kuch ata hai siwaye apne pagal beta ke ilaaj ke,4,14,exact,True,sba kuch ata hai siwaye apne pagal beta ke ilaaj ke,Matched via exact strategy
487,aspect,beta,11,11,exact,True,beta,Matched via exact strategy
487,opinion,pagal beta ke,10,12,exact,True,pagal beta ke,Matched via exact strategy
488,aspect,vaccine,15,15,exact,True,vaccine,Matched via exact strategy
488,opinion,free lg rhi h privt company ko raw materials tm apne ghr se dete ho,16,30,exact,True,free lg rhi h privt company ko raw materials tm apne ghr se dete ho,Matched via exact strategy
488,aspect,tax,44,44,exact,True,tax,Matched via exact strategy
488,opinion,kbhi bhrr ho,47,49,exact,True,kbhi bhrr ho,Matched via exact strategy
489,aspect,patna,6,6,exact,True,patna,Matched via exact strategy
489,opinion,tere teeno shahar ko apne andar shama lega,9,16,exact,True,tere teeno shahar ko apne andar shama lega,Matched via exact strategy
490,aspect,rakibul sule,0,1,exact,True,rakibul sule,Matched via exact strategy
490,opinion,kya hai na ajne apne baap ki aulad hai ya fir kisi gutter ka namuna,3,17,exact,True,kya hai na ajne apne baap ki aulad hai ya fir kisi gutter ka namuna,Matched via exact strategy
491,aspect,jasminbhasin,0,0,exact,True,jasminbhasin,Matched via exact strategy
491,opinion,negativity amp jealousy ki dukan h,9,14,exact,True,negativity amp jealousy ki dukan h,Matched via exact strategy
491,aspect,nikkitamboli,27,27,exact,True,nikkitamboli,Matched via exact strategy
491,opinion,young h but kafi mature h hamesa nikkians ko positivity sikhati h is best,29,42,exact,True,young h but kafi mature h hamesa nikkians ko positivity sikhati h is best,Matched via exact strategy
492,aspect,st sc,0,1,exact,True,st sc,Matched via exact strategy
492,opinion,apne ghr me kuch bhi kre mujhe koi issue nhi h,2,12,exact,True,apne ghr me kuch bhi kre mujhe koi issue nhi h,Matched via exact strategy
493,aspect,friends,3,3,exact,True,friends,Matched via exact strategy
493,opinion,making friends is a big task main toh sidha crush ko ask out karta hoon apne aap hi friends bante hai,2,22,exact,True,making friends is a big task main toh sidha crush ko ask out karta hoon apne aap hi friends bante hai,Matched via exact strategy
494,aspect,jhnda,8,8,normalized,True,to,Matched via normalized strategy
494,opinion,apne azadi chatar hjhnda to chat per kia kheto ne bhi gad sakta h,4,17,exact,True,apne azadi chatar hjhnda to chat per kia kheto ne bhi gad sakta h,Matched via exact strategy
495,aspect,energy,25,25,exact,True,energy,Matched via exact strategy
495,opinion,waste karke,26,27,exact,True,waste karke,Matched via exact strategy
496,aspect,kshtriye,0,0,exact,True,kshtriye,Matched via exact strategy
496,opinion,sirf brahmano baniyo ki ghulami karne ke liye... dogle bas apne pet bharte hai or paisa banate hai,1,9,approximate,False,hai sirf brahmano baniyo ki ghulami karne ke liye,Matched via approximate strategy
496,aspect,dalit,11,11,exact,True,dalit,Matched via exact strategy
496,opinion,apne samaj ki awaaz uthata hai,14,19,exact,True,apne samaj ki awaaz uthata hai,Matched via exact strategy
496,aspect,brahman,12,12,exact,True,brahman,Matched via exact strategy
496,opinion,apne samaj ki awaaz uthata hai,14,19,exact,True,apne samaj ki awaaz uthata hai,Matched via exact strategy
497,aspect,ye sb log,0,2,exact,True,ye sb log,Matched via exact strategy
497,opinion,apne ghr pr ye kaam krte h,3,9,exact,True,apne ghr pr ye kaam krte h,Matched via exact strategy
498,aspect,jammuandkashmir,0,0,exact,True,jammuandkashmir,Matched via exact strategy
498,opinion,badi tilmilati aavaz me bolte he zara bagal me b jank liya karo,4,16,exact,True,badi tilmilati aavaz me bolte he zara bagal me b jank liya karo,Matched via exact strategy
499,aspect,kahaani,-1,-1,unmatched,False,,Matched via unmatched strategy
499,opinion,shauryaauranokhikikahani,43,43,exact,True,shauryaauranokhikikahani,Matched via exact strategy
500,aspect,dukh,9,9,exact,True,dukh,Matched via exact strategy
500,opinion,allah se se bato woh dil halka nanoseconds s3 bhi jldi krta hai,13,25,exact,True,allah se se bato woh dil halka nanoseconds s3 bhi jldi krta hai,Matched via exact strategy
501,aspect,bistar,5,5,exact,True,bistar,Matched via exact strategy
501,opinion,or kh skte h apne bistar or hi h,0,8,exact,True,or kh skte h apne bistar or hi h,Matched via exact strategy
502,aspect,fans,6,6,exact,True,fans,Matched via exact strategy
502,opinion,jealous devta k jealous fans bilkul apne idol ki tarah inko dusro ki tareefon mei khud ki burayi dikhti hai,2,21,exact,True,jealous devta k jealous fans bilkul apne idol ki tarah inko dusro ki tareefon mei khud ki burayi dikhti hai,Matched via exact strategy
503,aspect,live,8,8,exact,True,live,Matched via exact strategy
503,opinion,dude ke saath live aaye apne account pe,5,12,exact,True,dude ke saath live aaye apne account pe,Matched via exact strategy
504,aspect,talent,1,1,exact,True,talent,Matched via exact strategy
504,opinion,aek jaisa nahi hai,2,5,exact,True,aek jaisa nahi hai,Matched via exact strategy
504,aspect,raste,10,10,exact,True,raste,Matched via exact strategy
504,opinion,apne banaye raste pe chalenge to definitely aek din kamyaab banenge,8,18,exact,True,apne banaye raste pe chalenge to definitely aek din kamyaab banenge,Matched via exact strategy
505,aspect,bjp,2,2,exact,True,bjp,Matched via exact strategy
505,opinion,ye bol rahi hai ki oxygen se koi mara hi nahi unko kya pat bo apne ghar mai bethe the jo mare hi unse pucho,4,28,exact,True,ye bol rahi hai ki oxygen se koi mara hi nahi unko kya pat bo apne ghar mai bethe the jo mare hi unse pucho,Matched via exact strategy
506,aspect,self righteousness,37,38,exact,True,self righteousness,Matched via exact strategy
506,opinion,itna indulged hotay hain k phir in ko hur bunda hi ghulat lugta apne siwa,43,57,exact,True,itna indulged hotay hain k phir in ko hur bunda hi ghulat lugta apne siwa,Matched via exact strategy
507,aspect,result,9,9,exact,True,result,Matched via exact strategy
507,opinion,21 saal ka result 0,6,10,exact,True,21 saal ka result 0,Matched via exact strategy
507,aspect,bhai,12,12,exact,True,bhai,Matched via exact strategy
507,opinion,bhai ko ladai chaheay,12,15,exact,True,bhai ko ladai chaheay,Matched via exact strategy
508,aspect,zubaan,15,15,exact,True,zubaan,Matched via exact strategy
508,opinion,kaanan aur suno saara gyan wo bhi monica ki zubaan,7,15,approximate,False,aur suno saara gyan wo bhi monica ki zubaan,Matched via approximate strategy
508,aspect,confidence,17,17,exact,True,confidence,Matched via exact strategy
508,opinion,confidence ho gaya sunsaan,17,20,exact,True,confidence ho gaya sunsaan,Matched via exact strategy
509,aspect,financial support,6,7,exact,True,financial support,Matched via exact strategy
509,opinion,hokomat से apne leye ... ka motaleba kare,2,10,approximate,False,hokomat se apne leye financial support ka motaleba kare,Matched via approximate strategy
510,aspect,modi ji,0,1,exact,True,modi ji,Matched via exact strategy
510,opinion,janata ko kya samajh rakha hai janata ko apne nahin hai,4,14,exact,True,janata ko kya samajh rakha hai janata ko apne nahin hai,Matched via exact strategy
510,aspect,yogi ji,2,3,exact,True,yogi ji,Matched via exact strategy
510,opinion,janata ko kya samajh rakha hai janata ko apne nahin hai,4,14,exact,True,janata ko kya samajh rakha hai janata ko apne nahin hai,Matched via exact strategy
511,aspect,rohit,8,8,exact,True,rohit,Matched via exact strategy
511,opinion,rohit ke fan hoge isliye negtv baat kar rhe ho,8,17,exact,True,rohit ke fan hoge isliye negtv baat kar rhe ho,Matched via exact strategy
511,aspect,virat,26,26,exact,True,virat,Matched via exact strategy
511,opinion,mere liye virat rohit sekhar kl bhubi jasprit sab ek saman hai,24,35,exact,True,mere liye virat rohit sekhar kl bhubi jasprit sab ek saman hai,Matched via exact strategy
512,aspect,kahaani,-1,-1,unmatched,False,,Matched via unmatched strategy
512,opinion,ek baar apne 1m wala target poora hojaye,20,27,exact,True,ek baar apne 1m wala target poora hojaye,Matched via exact strategy
513,aspect,mulk,2,2,exact,True,mulk,Matched via exact strategy
513,opinion,apne mulk ko pahle dakho baki bad me sochna,1,9,exact,True,apne mulk ko pahle dakho baki bad me sochna,Matched via exact strategy
513,aspect,roti,12,12,exact,True,roti,Matched via exact strategy
513,opinion,khane ko roti nahi,10,13,exact,True,khane ko roti nahi,Matched via exact strategy
513,aspect,kasmir,15,15,exact,True,kasmir,Matched via exact strategy
513,opinion,nikla kasmir lane,14,16,exact,True,nikla kasmir lane,Matched via exact strategy
514,aspect,dog,4,4,exact,True,dog,Matched via exact strategy
514,opinion,you are a dog,1,4,exact,True,you are a dog,Matched via exact strategy
515,aspect,episode,-1,-1,unmatched,False,,Matched via unmatched strategy
515,opinion,aj k epsiode me ek bt achi lagi,28,35,exact,True,aj k epsiode me ek bt achi lagi,Matched via exact strategy
516,aspect,reporter,9,9,exact,True,reporter,Matched via exact strategy
516,opinion,apne photo daalne se matlab hai reporter ho ya selfi master,3,13,exact,True,apne photo daalne se matlab hai reporter ho ya selfi master,Matched via exact strategy
517,aspect,authority,5,5,exact,True,authority,Matched via exact strategy
517,opinion,acha timepass horaha hai,8,11,exact,True,acha timepass horaha hai,Matched via exact strategy
518,aspect,player,9,9,exact,True,player,Matched via exact strategy
518,opinion,muh pe gaali di,11,14,exact,True,muh pe gaali di,Matched via exact strategy
519,aspect,politics,21,21,exact,True,politics,Matched via exact strategy
519,opinion,teri politics ke chakkar mein gen0cide aur r ho rahe hain,20,30,exact,True,teri politics ke chakkar mein gen0cide aur r ho rahe hain,Matched via exact strategy
520,aspect,research,1,1,exact,True,research,Matched via exact strategy
520,opinion,pehle research kro,0,2,exact,True,pehle research kro,Matched via exact strategy
520,aspect,opinions,17,17,exact,True,opinions,Matched via exact strategy
520,opinion,news channel dekh ke apne opinions mat banao,12,19,exact,True,news channel dekh ke apne opinions mat banao,Matched via exact strategy
521,aspect,post,5,5,exact,True,post,Matched via exact strategy
521,opinion,miss qk apne post ko like commnt nai kra,2,10,exact,True,miss qk apne post ko like commnt nai kra,Matched via exact strategy
522,aspect,help,3,3,exact,True,help,Matched via exact strategy
522,opinion,please help me mai aap ko bahut dino se sms kar raha hu par shayad aap ne dekha he nahi,2,21,exact,True,please help me mai aap ko bahut dino se sms kar raha hu par shayad aap ne dekha he nahi,Matched via exact strategy
522,aspect,career,44,44,exact,True,career,Matched via exact strategy
522,opinion,aap ke ek chote se help se mera career start ho gaye ga,36,48,exact,True,aap ke ek chote se help se mera career start ho gaye ga,Matched via exact strategy
523,aspect,party,22,22,exact,True,party,Matched via exact strategy
523,opinion,apne party ka aj hal dekh lo,21,27,exact,True,apne party ka aj hal dekh lo,Matched via exact strategy
524,aspect,imran khan,0,1,exact,True,imran khan,Matched via exact strategy
524,opinion,pml q ke hathoon yarghamaal he imran khan ku apne awar parayoon kee kam pehchan he,2,17,exact,True,pml q ke hathoon yarghamaal he imran khan ku apne awar parayoon kee kam pehchan he,Matched via exact strategy
525,aspect,logo,1,1,exact,True,logo,Matched via exact strategy
525,opinion,ekta b nhi h,3,6,exact,True,ekta b nhi h,Matched via exact strategy
526,aspect,defence,3,3,exact,True,defence,Matched via exact strategy
526,opinion,in defence of ashwani sir not this nonsense,2,9,exact,True,in defence of ashwani sir not this nonsense,Matched via exact strategy
526,aspect,rai ka pahaad,20,22,exact,True,rai ka pahaad,Matched via exact strategy
526,opinion,apne man se rai ka pahaad khada kar liya,17,25,exact,True,apne man se rai ka pahaad khada kar liya,Matched via exact strategy
527,aspect,line,2,2,exact,True,line,Matched via exact strategy
527,opinion,amazed that inspiration kisse lete ho apne ap se wow,3,12,exact,True,amazed that inspiration kisse lete ho apne ap se wow,Matched via exact strategy
528,aspect,movie,53,53,exact,True,movie,Matched via exact strategy
528,opinion,asi movie bnani pde,52,55,exact,True,asi movie bnani pde,Matched via exact strategy
529,aspect,season,2,2,exact,True,season,Matched via exact strategy
529,opinion,dhyaan do kahi pehle hi week me evict na ho jao,4,14,exact,True,dhyaan do kahi pehle hi week me evict na ho jao,Matched via exact strategy
530,aspect,videos,15,15,exact,True,videos,Matched via exact strategy
530,opinion,bhaisab views hi views honge,16,20,exact,True,bhaisab views hi views honge,Matched via exact strategy
531,aspect,fans,2,2,exact,True,fans,Matched via exact strategy
531,opinion,bhut hain sid ko pyaar dene ke liye,4,11,exact,True,bhut hain sid ko pyaar dene ke liye,Matched via exact strategy
531,aspect,nalle,14,14,exact,True,nalle,Matched via exact strategy
531,opinion,tension lo kahi twitter per aana band naa kar de,16,25,exact,True,tension lo kahi twitter per aana band naa kar de,Matched via exact strategy
532,aspect,beta,0,0,exact,True,beta,Matched via exact strategy
532,opinion,denied her entry,2,4,exact,True,denied her entry,Matched via exact strategy
533,aspect,perfomance sheet,15,16,exact,True,perfomance sheet,Matched via exact strategy
533,opinion,fake perfomance sheet pat,14,17,exact,True,fake perfomance sheet pat,Matched via exact strategy
534,aspect,dhuup,0,0,exact,True,dhuup,Matched via exact strategy
534,opinion,apne saath subah mein roshnii laati hui,3,9,exact,True,apne saath subah mein roshnii laati hui,Matched via exact strategy
534,aspect,haryali,10,10,exact,True,haryali,Matched via exact strategy
534,opinion,phuul pattiyaan khilte hain,11,14,exact,True,phuul pattiyaan khilte hain,Matched via exact strategy
534,aspect,phuulon,15,15,exact,True,phuulon,Matched via exact strategy
534,opinion,birds butterflies baithti hain,17,20,exact,True,birds butterflies baithti hain,Matched via exact strategy
534,aspect,titiliyaan,23,23,exact,True,titiliyaan,Matched via exact strategy
534,opinion,rang birangi fly karti rehti hain,20,26,approximate,False,hain rang birangi titiliyaan fly karti rehti,Matched via approximate strategy
534,aspect,dharti,30,30,exact,True,dharti,Matched via exact strategy
534,opinion,kitni pyaari banayi hain,31,34,exact,True,kitni pyaari banayi hain,Matched via exact strategy
534,aspect,nature,36,36,exact,True,nature,Matched via exact strategy
534,opinion,phuulon ko kitna pyaara,38,41,exact,True,phuulon ko kitna pyaara,Matched via exact strategy
535,aspect,image,5,5,exact,True,image,Matched via exact strategy
535,opinion,is tarh se apne image bana and politics me ana bht bdi baat h,1,14,exact,True,is tarh se apne image bana and politics me ana bht bdi baat h,Matched via exact strategy
535,aspect,politics,8,8,exact,True,politics,Matched via exact strategy
535,opinion,politics me ana bht bdi baat h being bahijan and a lady it s too difficult,8,23,exact,True,politics me ana bht bdi baat h being bahijan and a lady it s too difficult,Matched via exact strategy
535,aspect,society,30,30,exact,True,society,Matched via exact strategy
535,opinion,weak mentality society,28,30,exact,True,weak mentality society,Matched via exact strategy
536,aspect,khela,9,9,exact,True,khela,Matched via exact strategy
536,opinion,mast khela hochhe,8,10,exact,True,mast khela hochhe,Matched via exact strategy
537,aspect,india,9,9,exact,True,india,Matched via exact strategy
537,opinion,pakistan her field mein india se bahut peechhe hai,36,44,exact,True,pakistan her field mein india se bahut peechhe hai,Matched via exact strategy
538,aspect,phone,1,1,exact,True,phone,Matched via exact strategy
538,opinion,poora time haath mein rhega apne koi risk nahin lene ka,2,12,exact,True,poora time haath mein rhega apne koi risk nahin lene ka,Matched via exact strategy
538,aspect,live,17,17,exact,True,live,Matched via exact strategy
538,opinion,miss nahin krna hai ekdm bhi,18,23,exact,True,miss nahin krna hai ekdm bhi,Matched via exact strategy
539,aspect,narratives,12,12,exact,True,narratives,Matched via exact strategy
539,opinion,khud hi apne narratives banti ho,9,14,exact,True,khud hi apne narratives banti ho,Matched via exact strategy
539,aspect,scuba,29,29,exact,True,scuba,Matched via exact strategy
539,opinion,scuba karne ka aur underwater phobia nalle ko hai ya nhi,29,39,exact,True,scuba karne ka aur underwater phobia nalle ko hai ya nhi,Matched via exact strategy
540,aspect,nunu,4,4,exact,True,nunu,Matched via exact strategy
540,opinion,apne ma ke andar daal,6,10,exact,True,apne ma ke andar daal,Matched via exact strategy
541,aspect,views,5,5,exact,True,views,Matched via exact strategy
541,opinion,present mein rehkar apne views rakh pao na toh aya karo comments karne,1,13,exact,True,present mein rehkar apne views rakh pao na toh aya karo comments karne,Matched via exact strategy
541,aspect,comments,12,12,exact,True,comments,Matched via exact strategy
541,opinion,present mein rehkar apne views rakh pao na toh aya karo comments karne,1,13,exact,True,present mein rehkar apne views rakh pao na toh aya karo comments karne,Matched via exact strategy
541,aspect,justification,26,26,exact,True,justification,Matched via exact strategy
541,opinion,past ka rona toh hum khub sunte hain par wo justification nhi h aj jo injustice horha h,16,33,exact,True,past ka rona toh hum khub sunte hain par wo justification nhi h aj jo injustice horha h,Matched via exact strategy
542,aspect,maya,9,9,exact,True,maya,Matched via exact strategy
542,opinion,stop giving false hopes to the armys out there maya apne mayajaal me phasana band karo logo ko,0,17,exact,True,stop giving false hopes to the armys out there maya apne mayajaal me phasana band karo logo ko,Matched via exact strategy
542,aspect,fandom,28,28,exact,True,fandom,Matched via exact strategy
542,opinion,really appreciate the way u ask the fandom to respect bts keep up the good work,21,36,exact,True,really appreciate the way u ask the fandom to respect bts keep up the good work,Matched via exact strategy
543,aspect,dil,2,2,exact,True,dil,Matched via exact strategy
543,opinion,dil de raaz kol baithi aa oh chandre nu sab kuch das baithi aa,2,15,exact,True,dil de raaz kol baithi aa oh chandre nu sab kuch das baithi aa,Matched via exact strategy
544,aspect,kaam,14,14,exact,True,kaam,Matched via exact strategy
544,opinion,maine jo apne kaam se suna wahi likh raha hu,11,20,exact,True,maine jo apne kaam se suna wahi likh raha hu,Matched via exact strategy
544,aspect,address,56,56,exact,True,address,Matched via exact strategy
544,opinion,wo address de sakta hu,55,59,exact,True,wo address de sakta hu,Matched via exact strategy
545,aspect,baat,19,19,exact,True,baat,Matched via exact strategy
545,opinion,apni khud ki baat pe to tik lo bhai saab,16,25,exact,True,apni khud ki baat pe to tik lo bhai saab,Matched via exact strategy
546,aspect,muqadas,2,2,exact,True,muqadas,Matched via exact strategy
546,opinion,dil ki bat kahi hy apne,5,10,exact,True,dil ki bat kahi hy apne,Matched via exact strategy
547,aspect,aayash,9,9,exact,True,aayash,Matched via exact strategy
547,opinion,plz apne bihar ke patna ke rehne wale aayash ke liye kuch kijiye plz sir,1,15,exact,True,plz apne bihar ke patna ke rehne wale aayash ke liye kuch kijiye plz sir,Matched via exact strategy
548,aspect,corona,4,4,exact,True,corona,Matched via exact strategy
548,opinion,third wave aana chahiye aur bohot joro shoro se aana chahiye aise deen dekhne se pehle khus apne log mar jana chahiye,6,27,exact,True,third wave aana chahiye aur bohot joro shoro se aana chahiye aise deen dekhne se pehle khus apne log mar jana chahiye,Matched via exact strategy
549,aspect,festival,16,16,exact,True,festival,Matched via exact strategy
549,opinion,kharab kar diye gye h,18,22,exact,True,kharab kar diye gye h,Matched via exact strategy
549,aspect,holi,26,26,exact,True,holi,Matched via exact strategy
549,opinion,kharab kar diye gye h,18,22,exact,True,kharab kar diye gye h,Matched via exact strategy
549,aspect,navratri,28,28,exact,True,navratri,Matched via exact strategy
549,opinion,kharab kar diye gye h,18,22,exact,True,kharab kar diye gye h,Matched via exact strategy
550,aspect,sarkar,4,4,exact,True,sarkar,Matched via exact strategy
550,opinion,peeda hai sarkar se baat karo,2,7,exact,True,peeda hai sarkar se baat karo,Matched via exact strategy
550,aspect,naare,10,10,exact,True,naare,Matched via exact strategy
550,opinion,behude naare lagane ki kya zaroorat hai,9,15,exact,True,behude naare lagane ki kya zaroorat hai,Matched via exact strategy
551,aspect,government,46,46,exact,True,government,Matched via exact strategy
551,opinion,bina ghus diye kuchh nahi hoga agar apne nahi diya to intna ghumayega ki ap mjburan denge,8,24,exact,True,bina ghus diye kuchh nahi hoga agar apne nahi diya to intna ghumayega ki ap mjburan denge,Matched via exact strategy
551,aspect,cong,26,26,exact,True,cong,Matched via exact strategy
551,opinion,cong ke samay to 100 200 mai kam hota tha,26,35,exact,True,cong ke samay to 100 200 mai kam hota tha,Matched via exact strategy
551,aspect,aap,44,44,exact,True,aap,Matched via exact strategy
551,opinion,ab rs 5000 niche kuchh nahi ye hai aap ki government,36,46,exact,True,ab rs 5000 niche kuchh nahi ye hai aap ki government,Matched via exact strategy
552,aspect,medicine,3,3,exact,True,medicine,Matched via exact strategy
552,opinion,koe medicine nikal kr marllo apne ap ko,2,9,exact,True,koe medicine nikal kr marllo apne ap ko,Matched via exact strategy
553,aspect,life,39,39,exact,True,life,Matched via exact strategy
553,opinion,kabhi socha tha apne life ke 20 second aise bhi waste karoge,35,46,exact,True,kabhi socha tha apne life ke 20 second aise bhi waste karoge,Matched via exact strategy
554,aspect,bjp,0,0,exact,True,bjp,Matched via exact strategy
554,opinion,sab jagah fail huyi he hindu muslim ke alava aur koi chara nahi he apne failure ko chupane ke liye,1,20,exact,True,sab jagah fail huyi he hindu muslim ke alava aur koi chara nahi he apne failure ko chupane ke liye,Matched via exact strategy
554,aspect,media,30,30,exact,True,media,Matched via exact strategy
554,opinion,gaghra utha kar dance karegi,31,35,exact,True,gaghra utha kar dance karegi,Matched via exact strategy
555,aspect,baba,3,3,exact,True,baba,Matched via exact strategy
555,opinion,apne aagle career ki tayari mein joote hai,5,12,exact,True,apne aagle career ki tayari mein joote hai,Matched via exact strategy
555,aspect,career,7,7,exact,True,career,Matched via exact strategy
555,opinion,tayari mein joote hai na paris mein jo jaani hai isbar ek athlete ke taur pe,9,24,exact,True,tayari mein joote hai na paris mein jo jaani hai isbar ek athlete ke taur pe,Matched via exact strategy
556,aspect,forces,7,7,exact,True,forces,Matched via exact strategy
556,opinion,forces ko lao,7,9,exact,True,forces ko lao,Matched via exact strategy
556,aspect,constitution,12,12,exact,True,constitution,Matched via exact strategy
556,opinion,constitution main vishwas nahi,12,15,exact,True,constitution main vishwas nahi,Matched via exact strategy
556,aspect,children,34,34,exact,True,children,Matched via exact strategy
556,opinion,educate your children with books or hatered,32,38,exact,True,educate your children with books or hatered,Matched via exact strategy
557,aspect,game,23,23,exact,True,game,Matched via exact strategy
557,opinion,fazool se,21,22,exact,True,fazool se,Matched via exact strategy
558,aspect,zindagi,0,0,exact,True,zindagi,Matched via exact strategy
558,opinion,khul kar jiyo,26,28,exact,True,khul kar jiyo,Matched via exact strategy
558,aspect,sapno,31,31,exact,True,sapno,Matched via exact strategy
558,opinion,pura karo,33,34,exact,True,pura karo,Matched via exact strategy
559,aspect,btc,7,7,exact,True,btc,Matched via exact strategy
559,opinion,sab bech dijiye,12,14,exact,True,sab bech dijiye,Matched via exact strategy
560,aspect,muhabbat,10,10,exact,True,muhabbat,Matched via exact strategy
560,opinion,jis sey bhi tum allah sey ziyada muhabbat karo gy,3,12,exact,True,jis sey bhi tum allah sey ziyada muhabbat karo gy,Matched via exact strategy
560,aspect,maan,14,14,exact,True,maan,Matched via exact strategy
560,opinion,jispe maan hoga,13,15,exact,True,jispe maan hoga,Matched via exact strategy
561,aspect,housing scheme,2,3,exact,True,housing scheme,Matched via exact strategy
561,opinion,ab ap ban sakti hain apne ghar ki maalkan wo bhi nihayat km qeemat pr,5,19,exact,True,ab ap ban sakti hain apne ghar ki maalkan wo bhi nihayat km qeemat pr,Matched via exact strategy
562,aspect,filth,8,8,exact,True,filth,Matched via exact strategy
562,opinion,supporting this filth,6,8,exact,True,supporting this filth,Matched via exact strategy
562,aspect,rascal,10,10,exact,True,rascal,Matched via exact strategy
562,opinion,supporting this... rascal,6,7,approximate,False,supporting this,Matched via approximate strategy
562,aspect,gaddar,28,28,exact,True,gaddar,Matched via exact strategy
562,opinion,agar isko koi apne fd se support kiya toh samajh jao woh gaddar hai,16,29,exact,True,agar isko koi apne fd se support kiya toh samajh jao woh gaddar hai,Matched via exact strategy
563,aspect,khabar,4,4,exact,True,khabar,Matched via exact strategy
563,opinion,koi khabar nhi h,3,6,exact,True,koi khabar nhi h,Matched via exact strategy
564,aspect,abdul,2,2,exact,True,abdul,Matched via exact strategy
564,opinion,accha lgta hai,4,6,exact,True,accha lgta hai,Matched via exact strategy
564,aspect,hindu,7,7,exact,True,hindu,Matched via exact strategy
564,opinion,bhot bure hote hai,9,12,exact,True,bhot bure hote hai,Matched via exact strategy
564,aspect,maa baap,25,26,exact,True,maa baap,Matched via exact strategy
564,opinion,bure lagne lagte hai,28,31,exact,True,bure lagne lagte hai,Matched via exact strategy
564,aspect,maa baap,25,26,exact,True,maa baap,Matched via exact strategy
564,opinion,chinta na ho,39,41,exact,True,chinta na ho,Matched via exact strategy
565,aspect,dunia,1,1,exact,True,dunia,Matched via exact strategy
565,opinion,ajeeb,0,0,exact,True,ajeeb,Matched via exact strategy
565,aspect,hurkat,36,36,exact,True,hurkat,Matched via exact strategy
565,opinion,giri hoi,34,35,exact,True,giri hoi,Matched via exact strategy
565,aspect,jahil,51,51,exact,True,jahil,Matched via exact strategy
565,opinion,pura likha,49,50,exact,True,pura likha,Matched via exact strategy
566,aspect,complaint,2,2,exact,True,complaint,Matched via exact strategy
566,opinion,pehli bar jab ki thi,0,5,approximate,False,pehli bar complaint jab ki thi,Matched via approximate strategy
566,aspect,dc,6,6,exact,True,dc,Matched via exact strategy
566,opinion,nam salman lodhi tha ab sanaullah or aac topi bhi koi or tha ab mehran khan,8,23,exact,True,nam salman lodhi tha ab sanaullah or aac topi bhi koi or tha ab mehran khan,Matched via exact strategy
566,aspect,awan,26,26,exact,True,awan,Matched via exact strategy
566,opinion,inho ne kutta samjha hoa ha ham bas bhonkty rahengy,28,37,exact,True,inho ne kutta samjha hoa ha ham bas bhonkty rahengy,Matched via exact strategy
566,aspect,haq,40,40,exact,True,haq,Matched via exact strategy
566,opinion,jaiz haq k liye bhi,39,43,exact,True,jaiz haq k liye bhi,Matched via exact strategy
567,aspect,dharam,5,5,exact,True,dharam,Matched via exact strategy
